,coachella_sentiment,text,polarity,clean_text
2886,neutral,"Drake
Action Bronson
Ab-Soul
Vic Mensa
Rakewon
Ghostface

The Full #Coachella2015 lineup: http://t.co/Ms34FUUtiW http://t.co/L5mQYZ8lSL",1,Drake Action Bronson Ab Soul Vic Mensa Rakewon Ghostface The Full Coachella lineup
2887,neutral,"And all of the sudden everyone is an AC/DC fan. ""No dude seriously they've been one my favorite bands since I was 15"" #Coachella2015",1,And all of the sudden everyone is an AC DC fan. No dude seriously they've been one my favorite bands since I was Coachella
2888,neutral,I'm not friends with people who love the Sahara Tent... #Coachella2015,1,I'm not friends with people who love the Sahara Tent... Coachella
2889,neutral,"RT @Dear_Tessa: Sun babies, UNITE!!!_ÙÎÈ_Ù_Á_ÙÎ_ÙÎ__ÙÕ¥
#Coachella2015",1,Sun babies UNITE!!! Coachella
2890,neutral,RT @cwagss_: Still about #Brookesheadonastick #Coachella2015 tho,1,Still about Brookesheadonastick Coachella tho
2891,neutral,"@SmallsLeek3 RT @PatNasty24: #Coachella2015 #Coachella | live life while you can. See u in Indio, (cont) http://t.co/uSLVZm2bei",1,Coachella Coachella live life while you can. See u in Indio cont
2892,neutral,Steely Dan is trending on twitter... never thought I would type that sentence. #coachella2015,1,Steely Dan is trending on twitter... never thought I would type that sentence. coachella
2893,neutral,Waiting for the inevitable #Coachella2015 tweet from @HEFFRONDRIVE unless it has already happened then my bad.... _Ù÷,1,Waiting for the inevitable Coachella tweet from unless it has already happened then my bad....
2894,neutral,RT @EarlSkakel: ATTN LA HIPSTER COMICS..#ACDC is headlining #Coachella2015 so while you are doing drugs listening to EMO Bands look 4 me atÛ_,1,ATTN LA HIPSTER COMICS.. ACDC is headlining Coachella so while you are doing drugs listening to EMO Bands look me at
2895,neutral,#COACHELLA2015 Line Up http://t.co/13CxsBkLJQ,1,COACHELLA Line Up
2896,neutral,Anyone from #texas plan on attending to #Coachella2015 ?? #coachella #texas #2015,1,Anyone from texas plan on attending to Coachella ?? coachella texas
2897,neutral,honestly couldn't be more stoked that someone from CCA '10 is making it big @RynWeaver #Coachella2015,1,honestly couldn't be more stoked that someone from CCA ' is making it big Coachella
2898,neutral,JUST ADDED: BOZ SCAGGS!! #coachella #Coachella2015,1,JUST ADDED BOZ SCAGGS!! coachella Coachella
2899,neutral,Why is this lineup bananas! ? _ÙÎ_ÙÎ #Coachella2015,1,Why is this lineup bananas! ? Coachella
2900,neutral,"RT @KaitMoffatt: Is it acceptable behavior for me to go to #Coachella2015 just to see Jack White, then leave?",1,Is it acceptable behavior for me to go to Coachella just to see Jack White then leave?
2901,neutral,Really drake as headline at #Coachella2015,1,Really drake as headline at Coachella
2902,neutral,#TouchÌ©AmorÌ© and #BrandNew are playing #Coachella2015 ?? #punksnotdead,1,TouchAmor and BrandNew are playing Coachella ?? punksnotdead
2903,neutral,Wishing that I could go to #Coachella2015 _Ù÷Ó_Ù÷Ó,1,Wishing that I could go to Coachella
2904,neutral,Like why do bad things happen to good people? #Coachella2015 @maddog_524 @DeFeliceNavidad @ZaynabTawil,1,Like why do bad things happen to good people? Coachella
2905,neutral,"Down In The City: Coachella 2015 Lineup Announced 
#coachella #coachellalineup #coachella2015
http://t.co/iAjEAttwYh",1,Down In The City Coachella Lineup Announced coachella coachellalineup coachella
2906,neutral,Someone's already Tryna convince me #Coachella2015 http://t.co/9ge3jTWPMQ,1,Someone's already Tryna convince me Coachella
2907,neutral,Whoever has weekend 2 tickets but want to go weekend 1 I'm down too swap!  #Coachella2015,1,Whoever has weekend tickets but want to go weekend I'm down too swap! Coachella
2908,neutral,Seriously tho #coachella2015,1,Seriously tho coachella
2909,neutral,This just happened! #jackwhite #acdc #drake #Coachella2015 http://t.co/zHCKmBbaul,1,This just happened! jackwhite acdc drake Coachella
2910,neutral,The complete Coachella 2015 line-up unveiled: http://t.co/EMVlzDK2Ou #Coachella2015 #Coachella #breakingnews,1,The complete Coachella line up unveiled Coachella Coachella breakingnews
2911,neutral,RT @loudlightnews: Click on the link (or the picture) to see the #Coachella2015 Lineup @coachella http://t.co/LF5zt3K7a9 http://t.co/swzBfNÛ_,1,Click on the link or the picture to see the Coachella Lineup
2912,neutral,ÛÏ@Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/kxEDL8094KÛ @fakemikemulloy this guy,1,Who's responsible... Coachella this guy
2913,neutral,"AC/DC is headlining #Coachella2015 I really hope #KanyeWest is there to give that ""unknown"" band a boost.",1,AC DC is headlining Coachella I really hope KanyeWest is there to give that unknown band a boost.
2914,neutral,"My God, can people live? If people wanna go to #Coachella2015 who gives a shit. Different strokes. Ya'll showing your age.",1,My God can people live? If people wanna go to Coachella who gives a shit. Different strokes. Ya'll showing your age.
2915,neutral,ÛÏ@kaskade: ÛÏ@Forever21: The lineup is here! #Coachella2015 Û Cue the flower headband display front + center!Û https://t.co/tQhm9DwIHQ,1,The lineup is here! Coachella Cue the flower headband display front center!
2916,neutral,It's that type of year when people fake like the listen to or even know what indie music but hey that's them #Coachella2015,1,It's that type of year when people fake like the listen to or even know what indie music but hey that's them Coachella
2917,neutral,"If you could only go to one day of #Coachella2015, which day would you choose? http://t.co/dfu0MOa1oL",1,If you could only go to one day of Coachella which day would you choose?
2918,neutral,"Hozier, Marina &amp; the Diamonds, the Weeknd, Clean Bandit, Gorgon City and MÌ÷ are all gonna be at #COACHELLA2015 _Ù÷©_Ù÷__Ù÷",1,Hozier Marina amp the Diamonds the Weeknd Clean Bandit Gorgon City and M are all gonna be at COACHELLA
2919,neutral,Drake better bring Lil Wayne with him! #justsayin #Coachella2015 #LilWayne,1,Drake better bring Lil Wayne with him! justsayin Coachella LilWayne
2920,neutral,RT @samdillon24: Drake did say we already got spring 2015 poppin.. #Coachella2015,1,Drake did say we already got spring poppin.. Coachella
2921,neutral,RT @bens_the_best: .@Coachella reveals 2015 lineup http://t.co/vqt20i4RUJ #Coachella2015 #Coachella,1,. reveals lineup Coachella Coachella
2922,neutral,2015 line up #Coachella2015 http://t.co/py75Z4LJBH,1,line up Coachella
2923,neutral,@tillaarce Who'd you have in Mind? #coachella2015,1,Who'd you have in Mind? coachella
2924,neutral,#Coachella2015 Carly and the Hawk Clit Factory,1,Coachella Carly and the Hawk Clit Factory
2925,neutral,"To go or not to go? #Coachella2015 lineup announced! AC/DC, Steely Dan, Drake among headliners http://t.co/hJlNOuOy5T",1,To go or not to go? Coachella lineup announced! AC DC Steely Dan Drake among headliners
2926,neutral,Festival lineup announced for Coachella Valley Music &amp; Arts Festival 2015 | News - Home http://t.co/rwr7ICZpP4 #Coachella2015,1,Festival lineup announced for Coachella Valley Music amp Arts Festival News Home Coachella
2927,neutral,I'm gonna see my bae @Drrake  and @theweeknd at #Coachella2015,1,I'm gonna see my bae and at Coachella
2928,neutral,#Coachella2015 Damon Wayans (DJ set),1,Coachella Damon Wayans DJ set
2929,neutral,#Coachella2015 Archery for Lions,1,Coachella Archery for Lions
2930,neutral,#Coachella2015 Raeltor,1,Coachella Raeltor
2931,neutral,Is steely Dan gonna be hologram? #Coachella2015,1,Is steely Dan gonna be hologram? Coachella
2932,neutral,#Coachella2015 Poolside Future,1,Coachella Poolside Future
2933,neutral,So who on the #Coachella2015 lineup is death grips under a different name?,1,So who on the Coachella lineup is death grips under a different name?
2934,neutral,#Coachella2015 Merriam Fitzwater and the Tumbling Ruckus,1,Coachella Merriam Fitzwater and the Tumbling Ruckus
2935,neutral,https://t.co/MatdFVLKcq #Coachella #Coachella2015 listen to this on your #Walkman #WunderLogik Hall of Fame #illuminati #firstprinciple,1,Coachella Coachella listen to this on your Walkman WunderLogik Hall of Fame illuminati firstprinciple
2936,neutral,@eleven8 what r ur thots on this #Coachella2015  line up,1,what r ur thots on this Coachella line up
2937,neutral,@Drake will be at #Coachella2015 how do I go!?!?!,1,will be at Coachella how do I go!?!?!
2938,neutral,RT @DripSwimwear: #Dripswimwear paired with a cute pair of cut offs is the perfect #Coachella2015 outfit ! _ü,1,Dripswimwear paired with a cute pair of cut offs is the perfect Coachella outfit !
2939,neutral,"when the lineup hot af, but you're not attending... #Coachella2015",1,when the lineup hot af but you're not attending... Coachella
2940,neutral,"""Put me in Coachella.""

--John Fogerty to manager

#coachella #Coachella2015 #coachellalineup",1,Put me in Coachella. John Fogerty to manager coachella Coachella coachellalineup
2941,neutral,Let's go _Ù÷_ÙªÎ #Coachella2015 http://t.co/EdxWk25wGM,1,Let's go Coachella
2942,neutral,"#Coachella2015 Lineup Revealed: AC/DC, #Drake &amp; Jack White Headlining http://t.co/SvNBhJkYaf (via @billboard) #Coachella",1,Coachella Lineup Revealed AC DC Drake amp Jack White Headlining via Coachella
2943,neutral,Click on the link (or the picture) to see the #Coachella2015 Lineup @coachella http://t.co/LF5zt3K7a9 http://t.co/swzBfNDd0G,1,Click on the link or the picture to see the Coachella Lineup
2944,neutral,"The #Coachella2015 lineup is here! It's got AC/DC, Drake as a headliner and Steely Dan! (Yes, you read that right).
http://t.co/4SsjuOHpFD",1,The Coachella lineup is here! It's got AC DC Drake as a headliner and Steely Dan! Yes you read that right .
2945,neutral,Ahh @AZEALIABANKS got top billin over @ActionBronson on the #Coachella2015 lineup _Ù÷_ the people have spoken,1,Ahh got top billin over on the Coachella lineup the people have spoken
2946,neutral,"@BeckuhBeck @coachella our boys Oliver &amp; Kygo on that lineup, we going?! #Coachella2015",1,our boys Oliver amp Kygo on that lineup we going?! Coachella
2947,neutral,"#ThanksOBoehner MT @whatsmccracken Can't tell if I'm looking at a fictitious #Coachella2015 concert poster or not. AC/DC, Drake headliners?",1,ThanksOBoehner MT Can't tell if I'm looking at a fictitious Coachella concert poster or not. AC DC Drake headliners?
2948,neutral,Are you excited for #Coachella2015 #ASKSARAI @krazyrayrayy,1,Are you excited for Coachella ASKSARAI
2949,neutral,And the #Coachella2015 lineup has been released _ÙÕÄ,1,And the Coachella lineup has been released
2950,neutral,jack white!!!!!!! dj snake!!!!! #coachella2015,1,jack white!!!!!!! dj snake!!!!! coachella
2951,neutral,"florence + the machine _Ù÷©_ÙªÎ
#Coachella2015",1,florence the machine Coachella
2952,neutral,Dads during Steely Dan : me during Drake so whatever #Coachella2015,1,Dads during Steely Dan me during Drake so whatever Coachella
2953,neutral,RT @meganleewerner: ÛÏ@Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/Bhy4toSRAVÛ @linziplz,1,Who's responsible... Coachella
2954,neutral,"""@RevoltTV: Who else would you have added to the #Coachella2015 line-up? #TalkBack http://t.co/fJErI8CnhE"" @JColeNC, Frank Ocean, @trvisXX",1,Who else would you have added to the Coachella line up? TalkBack Frank Ocean
2955,neutral,ÛÏ@rileybarnes5: Wooo lets go stay in the jungle and listen to no named artist for a few days!! #Coachella2015 #radical #ultraradÛ im dead _Ù÷â,1,Wooo lets go stay in the jungle and listen to no named artist for a few days!! Coachella radical ultrarad im dead
2956,neutral,"Eric, This is hilareous, haha :)  ÛÏ@ThatEricAlper: This Faux Coachella Lineup From 2013: http://t.co/cYkmMmskLzÛ #Coachella #Coachella2015",1,Eric This is hilareous haha This Faux Coachella Lineup From Coachella Coachella
2957,neutral,RT @DallasSF: Stoked to take instagram photos &amp; watch NBA playoff games on my phone while @brandnewrock plays. #Coachella2015 http://t.co/PÛ_,1,Stoked to take instagram photos amp watch NBA playoff games on my phone while plays. Coachella
2958,neutral,@SingerNewz @EdWestwick off to #Coachella2015 this year?,1,off to Coachella this year?
2959,neutral,I wish coachella does their one day passes again. I miss that #Coachella2015 #Coachella,1,I wish coachella does their one day passes again. I miss that Coachella Coachella
2960,neutral,#Coachella2015 any takers?!,1,Coachella any takers?!
2961,neutral,COACHELLA SCOOP: Jack White will share the stage with a hologram of White Stripes-era Jack White! #Coachella2015,1,COACHELLA SCOOP Jack White will share the stage with a hologram of White Stripes era Jack White! Coachella
2962,neutral,Forever regretting not going to Jack White this summer _Ù÷__ÙÕÓ @theTamaraM  #Coachella2015  #thedream,1,Forever regretting not going to Jack White this summer Coachella thedream
2963,neutral,#Coachella2015 Wish List: 20 Possible Performers at Next Year's Festival http://t.co/GsdTmPUogC (via @billboard),1,Coachella Wish List Possible Performers at Next Year's Festival via
2964,neutral,"#Coachella2015 lineup: AC/DC, Jack White, Drake, Steely Dan, Florence &amp; the Machine, Alt-J, Vic Mensa, more http://t.co/n6jt5Ff8Kk",1,Coachella lineup AC DC Jack White Drake Steely Dan Florence amp the Machine Alt J Vic Mensa more
2965,neutral,can I win tickets for #coachella2015 please?,1,can I win tickets for coachella please?
2966,neutral,Weekend 1 or Weekend 2?  #Coachella2015,1,Weekend or Weekend ? Coachella
2967,neutral,RT @whitneyisfierce: I'm going to make Drake my bby daddy during #Coachella2015,1,I'm going to make Drake my bby daddy during Coachella
2968,neutral,cue the #coachella2015 tweets...,1,cue the coachella tweets...
2969,neutral,If y'all see me working #Coachella2015 do t laugh at me.,1,If y'all see me working Coachella do t laugh at me.
2970,neutral,The line-up is out ladies and gents!!!!!!!!! #COACHELLA2015,1,The line up is out ladies and gents!!!!!!!!! COACHELLA
2971,neutral,@Jeff__Benjamin are you going to #Coachella2015?,1,are you going to Coachella ?
2972,neutral,Parquet Courts should be billed where Swans is at #Coachella2015,1,Parquet Courts should be billed where Swans is at Coachella
2973,neutral,@CarlyCristman a wide selection of denim cut offs. It's going to be hot this year :) #Coachella2015,1,a wide selection of denim cut offs. It's going to be hot this year Coachella
2974,neutral,"""@Forever21: The lineup is here! #Coachella2015 Û Cue the flower headband display front + center!"" #BANNATIVEHEADRESSES2015",1,The lineup is here! Coachella Cue the flower headband display front center! BANNATIVEHEADRESSES
2975,neutral,@shannel_lynn soooo we're discussing #Coachella2015 when I come over today_Ù÷,1,soooo we're discussing Coachella when I come over today
2976,neutral,"between football, #CES2015 and #Coachella2015 my twitter may splode. Gotta leave it for a while and do some work.",1,between football CES and Coachella my twitter may splode. Gotta leave it for a while and do some work.
2977,neutral,Coachella lineup!!! #Coachella2015,1,Coachella lineup!!! Coachella
2978,neutral,ÛÏ@kaskade: ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/2WycsVZmaCÛ Cue the flower headband display front + center!Û Hahaha,1,The lineup is here! Coachella Cue the flower headband display front center! Hahaha
2979,neutral,_Ù÷Â RT @RevoltTV: Who else would you have added to the #Coachella2015 line-up? #TalkBack http://t.co/vmyR6480GD,1,Who else would you have added to the Coachella line up? TalkBack
2980,neutral,Hi @Fergie! Which/Who is your favorite Performer on #Coachella2015? http://t.co/MNlA7tJqOe,1,Hi ! Which Who is your favorite Performer on Coachella ?
2981,neutral,And here come the #Coachella2015 posts.,1,And here come the Coachella posts.
2982,neutral,(Cums) RT @Forever21: The lineup is here! #Coachella2015 http://t.co/tpKjz0zYL1,1,Cums The lineup is here! Coachella
2983,neutral,#Coachella2015 line up tho _Ù÷Ò,1,Coachella line up tho
2984,neutral,Feelin good about savin some dough after checking out the #Coachella2015 Scehdule.,1,Feelin good about savin some dough after checking out the Coachella Scehdule.
2985,neutral,"RT @wassupkimbo: #Coachella2015 @Drake @theweeknd @ryanhemsworth Jamiexx, florence and the machine, @FLOSSTRADAMUS, @cleanbandit @araee_g",1,Coachella Jamiexx florence and the machine
2986,neutral,Scratch that it's $3649/2 people I want the VIP package. #Coachella2015,1,Scratch that it's people I want the VIP package. Coachella
2987,neutral,"make sure you don't forget  It's ""Post the #Coachella2015 lineup"" time",1,make sure you don't forget It's Post the Coachella lineup time
2988,neutral,Coachella lineup is out which means i cant go on social media for the next 48hrs (minimum) #Coachella2015,1,Coachella lineup is out which means i cant go on social media for the next hrs minimum Coachella
2989,neutral,_ÙÔÛ_ÙÔÛcÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/SedVL8Wy8IÛ,1,c The lineup is here! Coachella
2990,neutral,RT @ttthalz: ALL THE BROKE ASS BITCHES HATING ON COACHELLA HAHAHA SIT DOWN _Ù÷â #Coachella2015 #Iwannago,1,ALL THE BROKE ASS BITCHES HATING ON COACHELLA HAHAHA SIT DOWN Coachella Iwannago
2991,neutral,"Drake, AC/DC and Jack White headline #Coachella2015 http://t.co/QEhvPyem5Z",1,Drake AC DC and Jack White headline Coachella
2992,neutral,@Drake hey Drizzy being the voice of a generation will u please wear a #FreePalestine t-shirt at #Coachella2015 to raise awareness,1,hey Drizzy being the voice of a generation will u please wear a FreePalestine t shirt at Coachella to raise awareness
2993,neutral,RT @AlexKaitlin: The Coachella lineup _Ù÷÷¼ü_Ù÷ #Coachella2015,1,The Coachella lineup Coachella
2994,neutral,"RT @LANGMarMendoza: @lioneesssssss @RahKnee You've been quoted in my #Storify story ""Fans (and haters) react to #Coachella2015"" http://t.coÛ_",1,You've been quoted in my Storify story Fans and haters react to Coachella
2995,neutral,"The #Coachella2015 lineup: AC/DC, Drake as a headliner and ... Steely Dan? Full lineup here åÈ http://t.co/3Nn13kcsut",1,The Coachella lineup AC DC Drake as a headliner and ... Steely Dan? Full lineup here
2996,neutral,I was off by 2 days. You still totally heard it here first. @coachella @Drake #Coachella2015,1,I was off by days. You still totally heard it here first. Coachella
2997,neutral,Who's going to #Coachella2015 ?,1,Who's going to Coachella ?
2998,neutral,"Check out the #Coachella2015 line up, music from @venusamormusic &amp; a mash up from #luda all on
https://t.co/tFNCngBr0e
#wordpress #newmusic",1,Check out the Coachella line up music from amp a mash up from luda all on wordpress newmusic
2999,neutral,AC/DC AND Steely Dan in a field under the stars? All we need is a kegger and your Camaro and we're back in high school. #Coachella2015,1,AC DC AND Steely Dan in a field under the stars? All we need is a kegger and your Camaro and we're back in high school. Coachella
3000,neutral,Then after #acdc is done with their set Angus Young is gonna jam with The Chemical Brothers in the rave tent #Coachella2015,1,Then after acdc is done with their set Angus Young is gonna jam with The Chemical Brothers in the rave tent Coachella
3001,neutral,It may be snowing in NYC but countdown to festival season has already begun. Official #Coachella2015 announcement:  http://t.co/3V8dBpRRyB,1,It may be snowing in NYC but countdown to festival season has already begun. Official Coachella announcement
3002,neutral,"Coachella 2015: AC/DC, Steely Dan, Drake among headliners! #Coachella2015 lineup http://t.co/Kot049pI0Q",1,Coachella AC DC Steely Dan Drake among headliners! Coachella lineup
3003,neutral,STEELY DAN. Coachella. #Coachella2015 #yachtmagic,1,STEELY DAN. Coachella. Coachella yachtmagic
3004,neutral,The only artists I'm remotely interested in seeing from the #Coachella2015 lineup are @Raekwon @GhostfaceKillah @ActionBronson &amp; @theweeknd,1,The only artists I'm remotely interested in seeing from the Coachella lineup are amp
3005,neutral,"I hear the coaches line up is up... Which weekend are you going? 

#jarphotography #coachella2015Û_ http://t.co/KUqeqI73Du",1,I hear the coaches line up is up... Which weekend are you going? jarphotography coachella
3006,neutral,#Coachella2015 Lineup Announced http://t.co/aJPG5pRZL0 via @pitchfork #SOCIALintheCITY #musicfestivals #Summer2015,1,Coachella Lineup Announced via SOCIALintheCITY musicfestivals Summer
3007,neutral,I just want to cry to Interpol and Brand New. #Coachella2015,1,I just want to cry to Interpol and Brand New. Coachella
3008,neutral,why is everyone talking about Coachella all of  sudden??? #Coachella2015,1,why is everyone talking about Coachella all of sudden??? Coachella
3009,neutral,"Oh God, what have I done? @coachella #Coachella2015",1,Oh God what have I done? Coachella
3010,neutral,Steely Dan... Spoon??!!?!!! #Coachella2015,1,Steely Dan... Spoon??!!?!!! Coachella
3011,neutral,! RT @Raekwon: You see it #Coachella2015,1,! You see it Coachella
3012,neutral,Drake and Brand New on the same day? Tempting but not good enough... #Coachella2015,1,Drake and Brand New on the same day? Tempting but not good enough... Coachella
3013,neutral,So the #Coachella2015 diet begins http://t.co/Pm0vK2fBG5,1,So the Coachella diet begins
3014,neutral,"For those about to rock, please pay upward of $375 for a wristband, more for VIP parking. #Coachella2015",1,For those about to rock please pay upward of for a wristband more for VIP parking. Coachella
3015,neutral,#Coachella2015 Lineup http://t.co/XJt6YsOAv7,1,Coachella Lineup
3016,neutral,ÛÏ@RonnieSnark: _Ù÷_ RT @Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/ggEDSS5qQhÛ_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´_ÙÓ´,1,Who's responsible... Coachella
3017,neutral,#Coachella2015 lineup is here! http://t.co/VCoj97xheI,1,Coachella lineup is here!
3018,neutral,"Ladies and gentlemen, #coachella2015 http://t.co/2pncCp5R1u",1,Ladies and gentlemen coachella
3019,neutral,Coachella lineup has been announced. @alyssareeeneee @Ahhferuhh Tickets go on sale tomorrow. http://t.co/oNSt6RWKn7 #Coachella2015 #lineup,1,Coachella lineup has been announced. Tickets go on sale tomorrow. Coachella lineup
3020,neutral,"RT @LANGMarMendoza: @Senjougayhara @nxne @titoymoi You've been quoted in my #Storify story ""Fans (and haters) react to #Coachella2015"" httpÛ_",1,You've been quoted in my Storify story Fans and haters react to Coachella http
3021,neutral,"@lioneesssssss @RahKnee You've been quoted in my #Storify story ""Fans (and haters) react to #Coachella2015"" http://t.co/62CVwZ6tsz",1,You've been quoted in my Storify story Fans and haters react to Coachella
3022,neutral,"@softest_hard @ThatMetalShow You've been quoted in my #Storify story ""Fans (and haters) react to #Coachella2015"" http://t.co/62CVwZ6tsz",1,You've been quoted in my Storify story Fans and haters react to Coachella
3023,neutral,"@Senjougayhara @nxne @titoymoi You've been quoted in my #Storify story ""Fans (and haters) react to #Coachella2015"" http://t.co/62CVwZ6tsz",1,You've been quoted in my Storify story Fans and haters react to Coachella
3024,neutral,RT @MattManookian: so who's going weekend 2?! #Coachella2015,1,so who's going weekend ?! Coachella
3025,neutral,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/AbgSqHbczEÛ _Ù_¨,1,The lineup is here! Coachella
3026,neutral,@Charles_Bradley Pretty please come to Phoenix in between your #Coachella2015 stops. Thanks!! _Ù÷ã,1,Pretty please come to Phoenix in between your Coachella stops. Thanks!!
3027,neutral,RT @krystlmlgz: that #Coachella2015 line up tho,1,that Coachella line up tho
3028,neutral,ÛÏ@Raekwon: You see it #Coachella2015Û BRB planning road trip,1,You see it Coachella BRB planning road trip
3029,neutral,trying to think about what artists I was expecting to see on this #Coachella2015 lineup but I can't really think of anyone,1,trying to think about what artists I was expecting to see on this Coachella lineup but I can't really think of anyone
3030,neutral,"Can someone please explain how tickets aren't on sale until tomorrow, but all general admission is already sold out? #Coachella2015",1,Can someone please explain how tickets aren't on sale until tomorrow but all general admission is already sold out? Coachella
3031,neutral,.@levonisms we used your tweet in our story about #Coachella2015! http://t.co/Rs9uuNC5Ot,1,. we used your tweet in our story about Coachella !
3032,neutral,@MitchDawson @hoagietweets Roadie? #Coachella2015 #TreatMeRight @keysnkrates http://t.co/5f3k1Izopk,1,Roadie? Coachella TreatMeRight
3033,neutral,The #Coachella2015 line-up has just been announced. On a scale of 1 to 10 - how jealous are you? http://t.co/bIwWzpRp6M,1,The Coachella line up has just been announced. On a scale of to how jealous are you?
3034,neutral,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/90LSHDFNqgÛ @cintiaIy @nthhn,1,The lineup is here! Coachella
3035,neutral,When ISN'T @Drake headlining. #OVOEmpire #Coachella2015,1,When ISN'T headlining. OVOEmpire Coachella
3036,neutral,I only would go to see two acts Axwell^Ingrosso &amp; The Weekend. #Coachella2015,1,I only would go to see two acts Axwell Ingrosso amp The Weekend. Coachella
3037,neutral,"reactions? #coachella2015 #carpoolchella #frenchella #notthisyearforme @ Indio, CA http://t.co/yuW3LkLTFF",1,reactions? coachella carpoolchella frenchella notthisyearforme Indio CA
3038,neutral,OMG that #coachella2015 lineup tho...!!! #unreal,1,OMG that coachella lineup tho...!!! unreal
3039,neutral,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/hw3Tmf0IsKÛ@_madddddie _Ù÷_,1,The lineup is here! Coachella
3040,neutral,"RT @thekevinryder: So ""Kim Jong Poon"" was unreachable??  #coachella2015 #coachella",1,So Kim Jong Poon was unreachable?? coachella coachella
3041,neutral,"top acts of #Coachella2015 
Tame Impala
Ratatat
Mac Demarco
Father John Misty 
Brand New
Flying Lotus
Angus &amp; Julia Stone",1,top acts of Coachella Tame Impala Ratatat Mac Demarco Father John Misty Brand New Flying Lotus Angus amp Julia Stone
3042,neutral,Drake gonna bring that all-star guest list to perform with him like Pharrell did last year. #Epic #coachella2015,1,Drake gonna bring that all star guest list to perform with him like Pharrell did last year. Epic coachella
3043,neutral,"#Coachella2015 Lineup Revealed: AC/DC, Drake &amp; Jack White Headlining http://t.co/dRNiImyNdj via @billboard",1,Coachella Lineup Revealed AC DC Drake amp Jack White Headlining via
3044,neutral,"RT @LANGMarMendoza: BREAKING NEWS: @acdc #JackWhite @Drake to headline #Coachella2015 @coachella
http://t.co/xWOw29j1tz http://t.co/SMGElwiÛ_",1,BREAKING NEWS JackWhite to headline Coachella
3045,neutral,#Coachella2015 Saturday: Jack White - Weeknd - alt-J - Ratatat - Flosstradamus - SBTRKT - Run The Jewels - Tycho - Chet Faker - Toro &amp; Moi,1,Coachella Saturday Jack White Weeknd alt J Ratatat Flosstradamus SBTRKT Run The Jewels Tycho Chet Faker Toro amp Moi
3046,neutral,No matter what people complain. Ya do the line up then. #coachella2015,1,No matter what people complain. Ya do the line up then. coachella
3047,neutral,Are you actually serious? @OliverHeldens @Drake @theweeknd @KygoMusic @cleanbandit @RAC @MarcKinchen all in the #Coachella2015 lineup,1,Are you actually serious? all in the Coachella lineup
3048,neutral,"So ""Kim Jong Poon"" was unreachable??  #coachella2015 #coachella",1,So Kim Jong Poon was unreachable?? coachella coachella
3049,neutral,#Coachella2015 lineup announced: http://t.co/yDeGNElcai,1,Coachella lineup announced
3050,neutral,#Coachella2015 lineup announced! http://t.co/aJ06g5XK7U,1,Coachella lineup announced!
3051,neutral,Maybe @AZEALIABANKS and @ActionBronson can make peace during #Coachella2015,1,Maybe and can make peace during Coachella
3052,neutral,I'm in kansas. So who's taking me? #coachella #Coachella2015 #willbeyoursexslave,1,I'm in kansas. So who's taking me? coachella Coachella willbeyoursexslave
3053,neutral,#Coachella2015 Lineup is _ÙÕ©_ÙÕ©_Ùü÷¥ü,1,Coachella Lineup is
3054,neutral,ÛÏ@Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/z2wYtZmDGqÛ crying omg,1,Who's responsible... Coachella crying omg
3055,neutral,#Coachella2015 Friday: Tame Impala - Interpol - Fliyng Lotus - Cloud Nothings,1,Coachella Friday Tame Impala Interpol Fliyng Lotus Cloud Nothings
3056,neutral,AC/DC headlining night one of #Coachella2015.... Are we sure this isn't 1985?,1,AC DC headlining night one of Coachella .... Are we sure this isn't ?
3057,neutral,@coachella 2015 is here! http://t.co/oaHsoVKci0 #Coachella2015 http://t.co/IxOgxJrwR0,1,is here! Coachella
3058,neutral,@Drake on the #Coachella2015 headline.,1,on the Coachella headline.
3059,neutral,#Coachella2015 lineup announced. Tix on sale tomorrow at noon PST. http://t.co/CwQqBetZE9,1,Coachella lineup announced. Tix on sale tomorrow at noon PST.
3060,neutral,RT @HippyWolfPro: The line up for Coachella! #Coachella2015 http://t.co/K0XWtoudbb,1,The line up for Coachella! Coachella
3061,neutral,2015 Coachella Lineup announced. What are your thoughts? #Coachella2015 http://t.co/CLlhhOIhFy,1,Coachella Lineup announced. What are your thoughts? Coachella
3062,neutral,"ÛÏ@XXL: .@Drake, @runjewels and more will perform at @coachella http://t.co/HJeCfkYBbK   #Coachella2015 http://t.co/J099JfiI0rÛbet",1,. and more will perform at Coachella
